# Group models by family, rank and tactical branch; S/M/L/X share a model category.
component_set = { key = "FOC_V1710_EMP_QUAD_MK12_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK13_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK14_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK15_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK16_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK17_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK18_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_QUAD_MK19_SET" icon = "GFX_ship_part_quad_turbo_g_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK01_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK02_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK03_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK04_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK05_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK06_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK07_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_SPHAT_MK08_SET" icon = "GFX_ship_part_swgs_spaht_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK01_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK02_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK03_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK04_SET" icon = "GFX_ship_part_turbo_laser_g_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK05_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK06_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK07_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK08_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK09_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK10_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK11_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_EMP_TURBO_MK12_SET" icon = "GFX_ship_part_turbo_laser_g_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK01_SET" icon = "GFX_ship_part_heavy_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK02_SET" icon = "GFX_ship_part_heavy_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK03_SET" icon = "GFX_ship_part_heavy_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK04_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK05_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK06_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK07_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK08_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK09_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK10_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK11_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_CONCUSSION_MK12_SET" icon = "GFX_ship_part_assault_concussion" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK01_SET" icon = "GFX_ship_part_disruptor_turbo_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK02_SET" icon = "GFX_ship_part_disruptor_turbo_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK03_SET" icon = "GFX_ship_part_disruptor_turbo_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK04_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK05_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK06_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK07_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK08_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK09_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK10_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK11_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_DISRUPTOR_MK12_SET" icon = "GFX_ship_part_disruptor_turbo_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK01_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK02_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK03_SET" icon = "GFX_ship_part_turbo_laser_r_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK04_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK05_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK06_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_HEAVY_MK07_SET" icon = "GFX_ship_part_turbo_laser_r_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK01_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK02_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK03_SET" icon = "GFX_ship_part_ion_cannon_4" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK04_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK05_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK06_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK07_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK08_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK09_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK10_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK11_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_ION_MK12_SET" icon = "GFX_ship_part_ion_cannon_5" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK01_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK02_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK03_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK04_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK05_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK06_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK07_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK08_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK09_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK10_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK11_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK12_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK13_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK14_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK15_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONBLAST_MK16_SET" icon = "GFX_ship_part_sw_ion_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK01_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK02_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK03_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK04_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK05_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK06_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK07_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK08_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK09_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK10_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK11_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_IONPULSE_MK12_SET" icon = "GFX_ship_part_ion_pulse_missile_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK01_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK02_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK03_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK04_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK05_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK06_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK07_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK08_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK09_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK10_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK11_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK12_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK13_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK14_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK15_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_LEECH_MK16_SET" icon = "GFX_ship_part_sw_shield_leech" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK01_SET" icon = "GFX_ship_part_ven_mass_driver_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK02_SET" icon = "GFX_ship_part_ven_mass_driver_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK03_SET" icon = "GFX_ship_part_ven_mass_driver_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK04_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK05_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK06_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK07_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK08_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK09_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK10_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK11_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_MASS_MK12_SET" icon = "GFX_ship_part_ven_mass_driver_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK01_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK02_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK03_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK04_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK05_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK06_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK07_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK08_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK09_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK10_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK11_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK12_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK13_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK14_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK15_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK16_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK17_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK18_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK19_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK20_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK21_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK22_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK23_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK24_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK25_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK26_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK27_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK28_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_OCTUPLE_MK29_SET" icon = "GFX_ship_part_octuple_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK01_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK02_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK03_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK04_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK05_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK06_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK07_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK08_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK09_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK10_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK11_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK12_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK13_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PLASMA_MK14_SET" icon = "GFX_ship_part_sw_plasma_blast" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK01_SET" icon = "GFX_ship_part_proton_torp_G_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK02_SET" icon = "GFX_ship_part_proton_torp_G_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK03_SET" icon = "GFX_ship_part_proton_torp_G_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK04_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK05_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK06_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK07_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK08_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK09_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK10_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK11_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTON_MK12_SET" icon = "GFX_ship_part_proton_torp_G_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK01_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK02_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK03_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK04_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK05_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK06_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK07_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK08_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK09_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK10_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK11_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK12_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK13_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK14_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK15_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK16_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_PROTONBEAM_MK17_SET" icon = "GFX_ship_part_sw_proton_beam" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK01_SET" icon = "GFX_ship_part_quad_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK02_SET" icon = "GFX_ship_part_quad_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK03_SET" icon = "GFX_ship_part_quad_turbo_r_2" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK04_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK05_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK06_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK07_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK08_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK09_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
component_set = { key = "FOC_V1710_REB_QUAD_MK10_SET" icon = "GFX_ship_part_quad_turbo_r_3" icon_frame = 1 }
